komentar,label
teruskan ppkm perang benar pemerintah penanganan nya hy sperti,1
anak pengen belajar normal pak merasakan bangku sekolah,1
bos wi ditindak rs yg mencovidkan pasien kemaren tetangga saya indramayu sakitnya kakiinfeksi kena grinda dirumah sakit terdekat dokternya langsung memvonis covid pdhl pcr keluarga gk mau tanda tangan perjanjian jelas kakinya infeksi udah hitam kebiruan rs menolak sampai pasien meninggal dunia dibawa pulang rumah,0
mantap  sehat p presiden ku ahamdulillah mendukung salam sehat ,1
kami masyarakat makan apa keluarga butuh makan kalo ppkm perpanjang teruss ,1
yg bodoh  gejala covid dr cina orang yg d vaksin yg gak kuat teru meninggal,0
rakyat terjepit pak takut covid takut allah swt yg mencipatakan mati udah takdirkan,0
hutang tolong bayarin bank karna bank tau ppkm,1
tuhan gak tidur mungkin tuhan senyum lihatnya ,1
kejar target menang dng memaksa masuknya tka ratusan ribu ya pak pencoblosan pilpres yg masuk bilik wajib hapal pancasila nggak hapal batalin surat suaranya jangan siluman dr rrc pki,0
ini rakyat setuju lock down tp syaratnya pemerintah hrs ksh mkn kali rskyatnya tp gk sanggup dinegara pemerintahnya lock down ksh mkn sepenuhnya rakyatnya pd gk protesss yg rakyat tp pemerintahnya gk dana dinegara pemerintahnya dana sgt kuat tp rakyatnya gk setuju,0
jelas rakyat indo pemalas dibikin pemalas  malah ngorder kuli  sobaso,1
salam hebat biasa mari sukses bahagia makmur adil damai bangga sukses dukung rukun sama rakyat masyarakat indonesia,1
pakde joko merakit bom ya sndiri tinggal nunggu meledak ya aja  usaha yg terdampak,0
ppkm tpi koprasi jalan pak contoh mekar bank lainya,1
percuma ppkm bikin rakyat sengsara doank kebijakan ngasal,1
klo berlakukan lockdown rakyat yg gak pnya penghasilan pak,0
mundur aja pak kami udah kelaparan nee anak istri udah engk tau mauu makan kedepan,1
otw planet mars aja dah gw,1
coba pemerintah pejabat tuker posisi rakyat yng merasakan dampak ppkm terapkan anteng anteng aja,1
trus perpanjangan ppkm biar rakyat mu sekarat ini semakin cepat matinya,1
sukak kau la joko ntah apapun negriku dah revublik sulap kau,1
lapar butuh ppkm bantuan gak jalan dimana tutup rakyak semkin seng sara,1
satusatunya presiden gak malu gagal menangani covid ngomong gak karuan,1
keselamatan  membunuh yg gk cocok d vaksin d paksa eh ujung nya meninggal wkkw,0
modal korek kuping doang test swapnya ratus ribuan,0
this is only and the only one periode tiputipu,1
jangan ah ppkm gk standar kemanusiaan bantuanya layak gpp,1
ku memutuskam mengundurkan diri stiap nongol gk prnah bawa berita rakyat,1
ppkm terus aja sampai rusuh diseluruh indonesiarakyat butuh makan pak sudah terlalu lama ikuti permainan ini dan sudah mulai bosankalau ppkm ini terus terjadi pasti akan terjadi demo besaran dan kerusuhan besar disemua daerah bantuan bapak itu tidak pernah saya sekeluarga dapatkanslalu beralasan ktp daerah jadi dijakarta tidak dapatitu contoh dari saya jutaan rakyat yg lain yg tidak dapatkerja keluar tidak boleh dirumah aja setan yg mau kasih makankalo dah susah ya mau gak mau rusuh pun siap,0
gak becus sekalicuman boneka konglomerat cungko,1
kwkwkudh trlanjur dapet duit putus ppkm udh udang d celana ppkm tangggl  ap itu celeng muter nyergap rakyat si tikus menyelundup,1
saya jokowi keputusan menimbang terjadi rakyat berfikiran negatif segilintir orang jokowi jatuh,1
negara d jajah cina gara vaksin orang mati persatu ,1
kalo ppkm covid tidak hilang berarti permainkan,1
tolong presiden kamibiarlah rakyat nafkah masingyg menjaga kesehatan,1
maaf kalo pribadi ppkm tdk akam ngefek apapun menambah rakyat sengsara rakyat mati covid makan,1
bapak jokowi ngomong nya enak tpi rakyat yg menderita,0
di daerah sy terpampang spanduk zona merah ga yg kena covid moga allah lekas membongkar ini mengazab rezim pemerintah yg zolim,0
pk tolong biyayain anak yg menuntut ilmu agama klo ppkm perpanjang bikin perartuaran senak jidad j gk mikir masyrakat miskin lgi normal nya j susah cari uang pa lgi dlm kondisi pandemi gini bunah j rakyat dti pda siksa perlahan,1
pak tunai keluhan  gak keluar padahal gak bekerja rumah  yang bekerja bansos tunai malah keluar mobil loh pak tunai dapat,1
ya allah selamatkn orang beriman ajab orang yg berbuat zholim,0
pak tunai keluhan  gak keluar padahal gak bekerja rumah  yang bekerja bansos tunai malah keluar mobil loh pak tunai dapat,1
pak tunai keluhan  gak keluar padahal gak bekerja rumah  yang bekerja bansos tunai malah keluar mobil loh pak tunai dapat,1
pak tunai keluhan  gak keluar padahal gak bekerja rumah  yang bekerja bansos tunai malah keluar mobil loh pak tunai dapat,1
pak tunai keluhan  gak keluar padahal gak bekerja rumah  yang bekerja bansos tunai malah keluar mobil loh pak tunai dapat,1
ya allah ya robb miris negara ini jauh hamba umat mu marabahaya berikan rezeki cukup di mudah dlm hal amin,1
pak tunai keluhan  gak keluar padahal gak bekerja rumah  yang bekerja bansos tunai malah keluar mobil loh pak tunai dapat,1
apan kata orang tentang pa jokowi gua ga perduli buat gua pa jokowi itu pahlawan manusia jujur tanpa cela bijaksana selalu mnepati janji janjinya good looking pasti presiden indonesia paling ganteng badan nya tegap idaman para wanita bikin nyaman kalo rebahan di dada bidangnya dan mnurut gua pa jokowi itu mirip bintang hollywood alpacino lagi muda,1
paling enak emng bikin peraturan pemerintah enak bkin peraturan mu model kek gmn masi duit nya drumah gk kekurangan makan cilik boro copid makan enak,1
gmna kalo covid ga klo warga batuk priksa rs d covid gmna ga,1
yg vaksin dpt bst rb lumayan tuh sehari krna ppkmtp ga tau nya bst imingan vaksinrb nya kebohongan politik bisnis vaksinasi bullsyit smpe skrng w ga dpt bantuan apa,0
pusing dah ga kerja berantem istriiii aturan bikin sengsara,1
kuping gw udah kenyang makan toxic v,1
jangan rakyat yg tekan tp cari selesaikan siapa yg menyebarkan virus apakah yg sengaja menyabarkan virus org org sengaja masukan makanan obat obatan sdh sangat merugikan negara rakyat ibadah penghasilan pendidikan kesehatan kesejahteraan sgt terganggu,0
assalamu alaikum presiden sy mohon kartu pkh nm harni zonk sy memohon beli buku kebutuhan sekolah anak sy sy ketemu sm presiden istana usul kartu pkh anak sy nm m khoerul ikbal aktif skrg duduk kls enam sy cantumkn alamat nya dspasawahn blok puhun rt rw kecsusukn lebak kabcrbn,1
iyah nih bikin sengsara aja gak bantuan tunai sembako,1
mana buzerp nya sepi jatah nasi bungkus seret ya,1
sia gnah koplok aing mah ripuh,1
saya orang miskin kalok perpanjangan arep nguntal opo pak mau kemanamana cegatan kartu vaksin la vaksin indonesia jtan penduduk indonesia jtan kalok vaksin pergi pas cegatan suruh kalok denda rb iki pye rakyat mu seng kere ngene iki,1
jokowi ayo wisata takut virus corona rakyat indonesia merasakan keputusan bodoh presiden jokowi,1
ayo buzzer suaranya imbangi donk dislike nya,1
ayo disiplin turut serta sukseskan program pemerintah  semoga pandemi cepat berlalu jika bermanfaat orang lain berlajar bermanfaat keluarga,1
woy joko solusi lapar nih jangan ppkm doang rakyat butuh makan,1
ppkm benar tapi orang yg merantau tangerang jkt pulang gk bisa pulau sumatra orang merantau pulang gk mesti nya bantuaan ppkm lurah rt camat mesti berhati  pasti kkn,0
bis minum lemon badan ku jdi seger,1
the real king of lips  bem ui,1
apa masih ada yg berminat memilih pemimpin atau wakil rakyat dari partai nenek banteng,0
banyk bnged orang protes kbijakkan sni tpi mreka lupa klo hnya skedar komen sja g gubris demo aja ngilang wkwkwkwkk krjalah untk rakyat bukan kelompok bung klo krja untk klompok smpe kapanpn gak prnah trbuka hati nurani dn akhlaknya,1
masjid ditutup sekolah ditutup usaha menengah kebawah bubarkan walaaahhhhhhhh,1
y allah virus cepat hilang dr muka bumi ini,1
saya cuman berdoa smoga pa kowi cepet sadar amiiiinnnnn,1
ppkm  tahun ga ada tunjangan  aku lelah berpurapura menjadi warga negara yang baik ,1
bismillah jt ya pak utk bayar angsuran mtr karna kena phk yg tanggung ,0
covid  khusus pejabat aja jangan bawa rakyat kecil,1
yg masalah makan pk kalao kaya gini trus siaya yg membiyayahi setihap y pk,0
wkwkwk dislikenya banyak jgn lupa report donk,1
rakyat miskin menangis kebijakan mu atau bijak,1
jangan menangis ya sayang negri kejam orang miskin butuh makan,1
mikiro pangane rakyatmu pak jokowi wes tahun golek pangan wae susahpol di tambah ppkm nya pak jokowi blitar,1
khusus jawa bali kalimantan ikutan warung pedagang suruh tutup pak gmn solusinya pak,1
pak ngasih solusi tepak rakyat menderita ,1
sehat selalu pak jokowi jangan hiraukaun rakyat seperti kamimohon maap kami masih membutuhkan uang untuk makan,1
disiplin jokowi kami cari uang sendiri gak minta pemerintah jadi sok sok an ngatur gak solusi bantuan k rakyat kecil paham,1
hidup jaya jokowi keluarga tapi emboh rakyatnya ,1
coba lihat rakyat indonesia pedagang d usir pedagang vs polisi mana ap nggak kasian,1
dato dato je pidato sekedar baca teks,1
yg generasi new man like disini,0
kenapa kt hidup taat peraturan pemerintah firman allah swt yg kt taat yg sebenarny allah lindungilah fitnah niat jahat orang orang yg rencana yg buruk aamiin,0
apahh si ppkm tuhh  karyawan ritle mall pedagang warkop nasi malam bersatu hak hak  pemerintahan ituhh kalo rakyat ya bodoh diam gak berbicara  pintar jalan hak ya ,1
jgn mikirin covid ny doank jok tp mikirin rakyat miskin nyri makan gmna,1
ppkm daurat bikin rakyat kerbutan demo,1
padahal kaya gaji rakyat indonesia ,1
w kesini karna gak baper  karna pas pemilu w gak coblos berani jujur,1
mana strategi menangani negara  pidato aja baca teks hhhhhh cape dweh,1
ppkm berlaku masyarakat indonesia tapi kaga berlaku tka cina,1
ppkm hasil no covid dunia pakde tdk pengaruh trun nya,1
gimana kalo yg berseragam gaji perbulan gajinya pending pak biar kaya orang bawah ppkm selesai yg sakit biar ngrasain yg lapar biar ngrasain itung mengurangi pengeluaran negara,0
atur atur aja sesuka anda didunia akherat gw pertanggungjawaban pemimpin bertanggung rakyatnya kelak,1
negara miskin kaga ngeluarin duit padahal dgn uang rakyat nurut dgn uang corona hilang,1
terima kasih pak berlakunya ppkm hidupku susahhh bantuan gak merata alibi biar keliatan,1
selama mafia  corona gak ilang stop anggaran nya stop pemberitaan nya yakin corona ilang,1
giliran pengen presiden aja dukungan gilaran uda ngejepit masiyarakat,1
udahlah klo udah ga sangup kerja berenti ga sok an mampu brenti lu udah ga omong,1
negara in parah pemimpin yh sok polos,1
tgl nya lepaskan masker hidup normal,1
ketika covid dijadikan pembenaran melibas masyarakat menguntungkan cukong anggaran saatnya negara memikirkan rakyatnya beri solusi utk hidup mereka mm cukuplah vaksin efikasinya ya artinya kegagalannya besar,1
ppkm  pelan pelan kita mati sekarang beli makan aja kayak transaksi narkoba pilihan mati covid pilihan mati kena covid  kelaparan,1
boleh jalan ppkm warga ekonomi menengah ekonomi dikasih solusi hadiah  shadaqah uang mkn dllnya perbulan rp juta sd jt warga ekonomi dikasih uang mkn dll perbulan rp jt sd jt,1
kau cakap masyarakat tuk disiplin proses tpi t bantu mengembangkan ekonomi,1
cuman indonesia manusia mati karna covid pas dibuka petinya gaada manusianya  gaada matanya ajang bisnis kah,1
semoga indonesia sehat selalu sehat nya,1
bp presidenku yg betul berjuang bgs ind spy aman nyaman sejahtera trimakasih bp djokowi,0
sudahi drama bosen liat iklan covid covid mulu ,1
ppkm nya smpe periode aja pak biar rakyat indonesia tinggal sm menteri bpk yg terhormat,1
gimana the king of lip service aja,1
khusus jawa bali tp daerah jd ikuttan pak to,1
kalo gtu gw mending milih prabowo orang nya tegas wakilnya  pasti orang diperbolehkan keindo ,1
spbu ga ditutup berkerumung detik menit perjamnya,1
pesan bipang ambawang bungkus tka persilah masuk membawa virus covid rakyat indonesia rumah yg tenang ya,0
seharusnya direnungkan pakapa terkadi ini murka allah swt,1
kasi bantuan sembako dhe rumah masyarakat yg terdampak ppkm disaluran satgas covid tni polri,0
salam pedalaman pak tolong kasih bantuan akses bandara aja sya kecamatan busang kutai timur tambang mas,1
percuma ppkm klo ga bnr lockdown total,1
sistem yg terapkan efisien coba turing pake harly keliling indonesia lihat masyarakat,0
maafkan hambamu yg miskin ya tuhan pak pol pp ampun,0
cari obatnya dooong penyakit menciptakan obatnya,1
hanya mending gk nonton berita biar gk tau apa,0
semoga pengawasannya dilaksanakan dgn sebaik nya,1
dislike segitu masak ya gak tau masih kritikan  baca dikomen pak jangan bicara,1
gimna tenang jo mendengar anak menangis laparapa tau uang,1
kalian ngeluh d sini emang d dengar kalian bacot d gak guna ini indonesia boss koruptor meraja lela makanya dibayar rb pilih si a rb habis  hari gak pikirin,1
disini ppkm disitu korupsi tetep berjalan menteri menteri negeri utk aman ngambil duwit rakyat cokk,1
yg kaya kaya yg miskin miskin teruskan pak judul lagunya indonesia h rhoma irama,0
ass ak blm prnh dpt bntuan ni,0
terbaik bg yg ats blm bgi kmi yg mncari rezeki hr mkn hr,0
ibu adek sakit kali dokter bingung uang tinggal rb sementara senin periksa lagi tolong kasih jalan ,1
selama pandemi pejabat sibuk jalan ngabisin uang,1
di kampung ku sakit yg ninggal pemerintah sibuk gemana boss ogan komering ilir,0
saya doakansemua pejabat yg mentri dn kepala daerah sehat gajian jaga prokes masalaah perut biar yg jalani antata maati kelaparan ataubmayi covid sama maati,0
rakyat injak injak bernafas ampe sakitnya perut membengkak teriakan lapar haus rakyat,1
banyak mfi copid pusing pala hadapi oknum oknum mencari keuntungan corono,1
yg bikin covid byk yah yg mudik kmrn pas idul fitri msh sholat jamaah dijalan pas idul adha dan yg msh sholat berjamaah mudik yah rakyat juga yg bikin byk yah yg kdg ga pake masker pas ppkm yg teriak yah yg mudik sholat jamaah juga org model gitu maunya org berkorban sendiri ga berkorban jalanin kegiatan kyk pokoknya pemerintah yg berkorban rakyat ga ikutan biasanya sholat berjamaah yah sholat aj pokoknya pemerintah yg mikirin bebanin rakyat itu jeleknya pikiran yg protes,0
usaha open bo buka warung d grebek satpol pp,1
gue penasaran uang youtube kmna ea,1
klo gaji pns potong  rakyat diem pak klo dateng aparat nyruh protokol yg nyruh kena dampak covid,0
sudah perpanjangan klo hasilnya dilanjutkan adu pinalti,1
sampai akhir tahun  desember  sudah yasudah tutup bangkrut hahahaa,1
saksermu sak karepmu wes gak nguros indonesia rabutuh ruwet terima kasih,1
rakyat sensarastop bayar pajakbiar pejabat menderita kita,1
malu ngga malu ga bayar rakyat peduli rakyat wk,1
cara terbaik gk berlarut larut tutup berita nya corona hilang sndiri nya klau ngra ttanga mreka udah mnutup brita corona jdi msarakat nya dngan khidupan smula,1
kalo gak mimpin ya turunlah anteng aja duduk dstu smbil mndngar jeritan rakyatt,1
saya ngangur d kalimantanmau pulang ngak karna wajib sertifikat vaksin masuk pulau jawasedang udah nyari ksana ksni biar vaksin jwaban nya puskesmas vaksin kosong solusi nya,1
like rb dislike rb sampe paham ,1
baca komenan nya sadis njir wkwkv,1
saya yg sedih penjual bendera merah putih yg pinggir jalan ppkm gmna nasib penjual yg pinggir jalan mudahhan jln buka normal biar jualan normal,0
kalau jd presidendrpd dibenci rakyat udah biarin aktivitas sperti biasamatikagak teserahgitu aja presiden serba salah kayaknya,1
bapak mah enk tgl gaji msk atm lha pedagang kaki  utang bankq udh nungga tempatq gusur lgkp sdh penderitaanq pakkkkkk,1
main main aceh bos biar bsa lihat aceh kabar nya,1
patuhi semuacuma kl lihat jkw suka tiba sedih kasihan spt lelah krn sulit rakyat diaturnya smoga pandemi aamiin,1
nama nya mengurangi populasi asli indonesia,1
disuruh stay at home tpi gadikasih apapa dri negara negara nyuruh rakyatnya mati kelaperan apa setttttt dah gua slama covid bru dpt x doang bantuan yg isinya sarden duid cmn dri prakerja doang bulan k udah gtu doang,0
yg uda pecat sembuh gak taunya dokterperawat yg mati covid anggap remeh jadikan guyonan,0
the king of lip service is coming destroyed of infonesian,1
serah lh bomat w anak rumahan g,1
kaya baca text kamera yg korupsi dana bansos gmn tindakkannya kami setuju ppkm kalo bantuan dr pemerintah keluarga kami kalo tidak kita mati covid tp mati kelaparan,0
ada nya ppkm rakyat susah mending rakyat nya kah rakyat maju yang melarat,1
ayo yg pertanyaanku jenius orang gila serang sakit kena virus ,0
gara ppkm angsuran nunggak mkn ngutang bantuan gada mati j dirumah,1
menurut gue si ppkm rencanakan keuntungan orang kaya bisnis pemerintah gak ngapain udah dapet uang rakyat melanggar jgn china tiongkok udah gak pinjamin uang  bayar utang hasil ppkm test ppkm serasa untungnya diperpanjang,1
qlo corona jgn biarkn pergi spy masyrkt kcl kaya qt mati smua biar jokowi puas,1
lama ke lamaan masyarakat bakal berontak yg ujung nya perang camkan itu ,0
ngakak kali presiden masuk medsos isi komentarnya hujatan semua ini presiden woi denise chariesta dilanjutkan gapapa sih emang netijen bener kok,1
y ampun kira tdk beraktivitas nyari mkn gmn dong,1
gabakalan selesai klo tka masi bebas kluar masuk,1
min dihapus aja channelnya kasihan comment nya negative semua,1
yg mikirkan sndri yg gjih negra  ya kya gini gk mmkir yg gk bsa cri rizq dn mnanggung bban biyaya hdup klu mmkirkan rakyat jlas gimna nasib yg gk gajih dri negra efeknya gmna kenbtuhan pokok naik,0
aduh bapa hidup udah susah susah bapa kerjanya serabutan ank nya hidup ngontrak mkn aja susah yg bantuan klurga engga aduh gi sih rmh bagus bagus msih dpt bantuan,0
ah nu puguh namah rungkad siti ahppkm enak ripuhhhh pa,1
harun masiku kmn y  ohhh aq amnesia ,0
panik ujungnya stres ujungnya gelap mata ujungnya kelaparan ujungnya meninggal hebat otak kau pak semoga cepet sadar sadar hati nurani sadar bangsa indonesia,1
punya cicilan motor rumah kontrak makan pun terancam kerja pun di liburkan selamat datang di negri dongeng,1
bansos gk dateng paket belajar daring aja gw cmn dapet kali sumpah kali setengah smester doank edannn sia we lahk nu sakola aink rek ngagoreng lauk asin ker daharrrrrr,1
block yt sekretariat presiden gak notifikasi makasi,1
kalao pemrintah orang kasih juta orang bayak yg patuh kalao peraturan orng miskin makan ap pk pemrintah jangn fokus korona orang miskin pikirkn sekarng yg praturan terus bantuan g ada harus adil setop pembangunn uwang ya rakyat pk misim kaya pembangunn jalan g kepikiran yg bawah dagang aja bubarkn yg bangun proyek pemerintah trus kn,0
sak karepmu wes pak kau cegah orang beribadah masjid ibadah virus fahami,1
bapak keliatan capek banget semangat sehat ya bapak doa untukmu selalu ,1
fesbuk ku kunci olek kariawan yg kantor fesbuktolong bulak kunci nya tutup kantor kalian,0
samean vaksin aja pake vaksinya garaga indonesia makmur klo smean pke vaksin dri garaga,1
bismillah semoga aman jaya tetap berdisiplin protokol kesehatan semoga indonesia terlepas covid sehat pak jokowi,1
dana ppkm t hari kepala daerah berebut ppkm t menderita ya rakyatyang bayar utang ya rakyat,1
ppkm bole aja cicilan ppkm la hahaha,1
ppkm  pelan pelan kita mati,1
virus corona ditemukan generasi kita lahir  percaya virus semengerikan,1
aneh siswa suruh bljr rmh tpi kantor camat kagak,0
klo rakyat ga muluk pa perut kenyang ibadah tenang udah cukup pemerintah ga jamin,1
ppkm darurat masuk indonesia buka orang asing masuk yah pak kecilan tutup yah pak jalan terus rakyat makan pasir aja yah pak,1
yg kaya mah enak aja ppkm jugalah orang udah sehari aja susah ppkm susah ,1
yg setuju beliau peliode yuukk pencet jempol terbalik nya ,0
semoga para oknum mafia yang hanya mencari keuntungan pribadi besok mati kenav covid amin,1
ppkm diperpanjang bsu subsidi gaji perpanjang dong kasihan pegawai buruh pabrik untuk membantu meringankan kebutuhan pangan kebutuhan pokok disaat ppkm diperpanjang,1
ngk ya orang yg kehilangan pekerjaannya,0
dan semenjak si joko widodo dunia ga beres berantakan orang orang ga makan kalo dagangannya ga laku kasihan kalo yg keluarga banyak emng sialan tuh rumah sakit presiden udah covid ga hilang hilang masyarakat mati bilang covid coba dah buka peti covid mata ginjalnya ambil rumah sakit,1
salah bentuk ikhtiar pemerintah menangani pandemi ppkm darurat mari dukung pemerintah saya berharap pemerintah membantu masyarakat dirugikan ppkm kalangan pedagang sebagainya,1
ppkm pelan pelan miskin gak takut kovit pakdulu flu burung gak kayak gini orang usaha mati kasih dana kamitolong pakai otaknya,1
mereka yg berpakai an rapi yg mengandal profesi,0
apa malu jdi presiden akui rakyatya demo sinih tutup telinga urat maluya dh hilang,1
ppkm sih pak tp rakyat mu miskin kerja sulit dagang makn sehari kau larang gimana busa hidup,1
silahka perpanjang ppkm mu perlu sekalian ips ipabiologi dll tapi tolong jangan persulit kami untuk bepergian dengan kebijakan baru harus ada surat keteranga dari rtrw gunanya kita telah di vaksin klo harus ada lagi sk rt dan rw,1
enak ya rakyat bantu bansos kemana bansosnya pemerintah ga malu rakyat yg bantu berbagi uang berbagi makanan lah youtuber yg berbagi covid serius ppkm serius yg serius tuh yg kelaparan ahirnya imun turun sakit abis sakit anggap covid mikirin covid pikirin mah uang rakyat pengangguran yg duit hindari covid duit ga punya emang enak jaman bpk presiden sby membuka luas lapangan pekerjaan mah yg kerja kurangin yg phk si covid indonesia tes swab bayar tes pcr bayar apa bayar tolong apa tuh geratiskan yg mampu duit anggaran kemana sii mobil pajero kah maap ngomporin butuh bukti bansos tuh berita saja,0
masih aja eksis nih akun sama kyk rezimnya sehari tukang bakso bawa ht dpn rumah gw,1
keberadaan covid lahan bisnis oknumterutama rumah sakit maaf ya,1
katanya negara merdeka aturan tapa logika,1
mohon maaf pak diperpanjangan sekedar perpanjangan bantuan pemerintah pak mohon maaf dibantu finansial bantuan uang makanan nya biar meringankan wiraswasta berjualan jalanan,1
maaf nih president wabah virus mematikan covid diam dirumah kerja kantoran gajih bayangin rakyat jualan dipinggir jalan  keliling gajihnya dkit kerja keras pagi sampe malam trus disuruh diam dirumah  mencari nafkah makan  tagihan listrik  dll,1
harusnya dislike nyampe sejuta nih biar mampus buzzer gak ngimbangin,1
ppkm  pelan pelan mati ,1
cpeptan mundur gagal jgn maksa beban aja,1
semoga pandemi berakhir taat prokes taat aturan warga negara indonesia,1
saya ingin sekolah tatap muka seperti dulu lagi tolong dengar saya,1
alhamdullilah istiqomah teruntukmu presiden ri semua selalu yg terbaik utk presiden ri,0
saya butuh kerja cari uang biaya keperluan sehari mana lowongan kerja yg dijanjikan untuk kami yg nilainya pas kami juga punya keahlian pak punya tanggung jawab nilai hanya poin tertulis,0
semoga lindungan allah swt sehat pres ,1
jaman susah cari uang sulit ppkm terus rumah kelaparan,1
semoga pandemi cepat berlalu bantu yu dengan disiplin ketat,1
komen blm seribu yg nntn ribuan udh langsung trending aja ya,0
yuk mari disiplin prokes kebaikan ,1
mana solusinya yg di tunggu tunggu apakah solusinya hanya mematikan rakyat kelaparan secara perlahan,0
insya allah indonesia maju kedepannya segi ekonomiuntuk pedagangpara petanipara gurupara buruh me  halahhhhhh berakkkkkkkkk,1
semangat indonesia raya semoga senantiasa perlindungan tuhan yang maha kuasa,1
yuk hargai patuh semoga normal ,1
ujian   virus kopet angka penularannya bertambah a  saat pilkada b  saat hari besar islam,1
bencana musibah hilang indonesia jng tutup ibadah,1
katanya untuk kebaikan kebaikan yg mana,0
bismillah indonesia cepat covit  amin,1
yoooo bangkitt yooo gini terussss bismillah bisaaaaa,1
p p presiden k m mundur,1
tahun lagi indonesia maju mana sampai skrng masih bae,1
selama ppkm berlaku nangis lihat berita d sosmed,1
pelanpelan mati ppkm ya allah dislike,1
di menit  kepanjangan ya teks nya susah mata ngikuti tulisannya sabar ya pak semangat lips service nya,1
langsung lockdown aja byk bacot suruh menteri loe biarin masuk tuch org china india skrg ,1
kenapa mendengarkan para menri rakyat gimna pak apa kabar rakyat rakyat mencari uang yg byr bukat pejabat yg gaji,0
 lohhh owi aja ngedengerin suara pejabat suara rakyat otaknya dimana pak rakyatmu menderita,1
 stop anggaran korona  matikan tv insha allah korona bakal hilang dengan sendirinya,1
bener the king of lip service ga yg realisasinya ngomong doang,0
ppkm rakyat sendiri tka cina bebas masuk logika ,1
kebijakan solusi mencekik masyarakat kecil jiancuuk,1
bicara keselamatan mati kelaparan tolong ya allah,1
semoga kita semua sehat jasmani rohanii bersama memberantas covid ini sallam sehat pak presiden,1
buat orng berduit prokes orng miskin penyiksaan tahun nyari uang sulit ditmbah sekrng ppkm,1
si merakyat si paham bernegara lupa lau pasal ayat uud,1
bagi rezeki maling rakyat  becus kerja  kagak berani  nge hukum korup bansos  ngemeng tok oi p,1
semoga berjalan lancar dan  pandemi dikendalikan amin amin amin ,1
yg kesini baca koment like ,0
semoga nya ppkm darurat indonesia pandemi vaksinasi berjalan mencapai herd immunity,1
bapak mendengar jeritan rakyatmu korban peraturan mu yg jls,0
kau terhapus covid stop pem berita covid stop anggaran covid,1
nya yg bendung kalo oknum ny bnyk yg nakal menangani covid hhhh cb lht ja ppkm gk mnyelesaikn mslh covid trs berjln krna d dlm ny slm indonesia,0
yang kasih peraturan sehat wal alfiat keuangannya yang menanggung peraturan sekarat melarat berkarat karat ppkm diperpanjang apapun rakyat modyar sekian terimakasih,1
terlalu nurutin pemerintah yg rmh modyar kelaparan hmm,0
trus trus mengatasi covid ppkm lockdown listrik tarif naikan kapan selesainya monyett monyeett,1
pliihan anda joss tidak memikirkan pedagang,1
anak gw nanya  pah kalo presiden pintar ya  gw bingung jawabnya,1
yng uang blh ga keluarga gw ga makngara ppkm gw laper,1
covit tdk hilang dr muka bumi allah swtmasih  cabut aja ppkm rakyat kelaparan betul susah ,1
semoga wabah berakhir salam sehat ,1
yang dukung jokowi siapa  udah d yg cerdas gk d sekarang dah tau ,0
beliau memerhatikan rakyat nyabeliau orang jujur adil rakyat nya kagum sehat,1
kebijakan presiden kebanyakan mencekik rakyat solusi tunggu diakhirat,1
gara psbb kerjaan gua tutup permanen,1
mikiro rakyat cilek pak yg berseragam enak gaji lancar daya rakyat ppkm tanpa solusi  miker weteng e rakyat cilek ora,1
males banget dengerin istilah psbb psbb total psbb transisi psbb revisi ppkm ppkm darurat ppkm jawa bali ppkm nasional ppkm lanjutan ppkm apalah apalah ngen,1
time for all religion leaders to act providing better preventive fb for the needy god houses as the core of patriots  socialists action god bless indonesia,1
semoga semoga ya allah pandemik inisehat saudarari ku,1
 udah gk percaya pemerintah bikin jaya bikin miskin masyarakat kaga mikir kali ya keluarga yg biayai enak kerja gk kerja gaji kemanusiaan nya yg nya nkri,0
apakah istana dijual gara gara hutang oh jadi,1
indonesia terserah njenengan mawon ppkm  pelan  pelan mati,1
simple kasih makan stock pangan keluarga sebulan jamin nurut diam rumah sebulan gak kemanamana,1
smoga aja rakyat ga muak banget krna pemerintahan kaya gini tkutnya pki ,1
semoga negara lindungan allah swt amin semangat ,1
saya nyesel milih sampeyan wez ngono tok,1
iya pemerintah ngomong diam dirumah klo ga kepentingan jgn keluar anak makan  anak pengen mkan kelaparan hrus mkan angin,1
yg d mah tenang yg d gimana bos lapar biasa tp angsuran motor bayar bang gimana skolah anak tagihan listrik air pajak susu anak pampers nya ,0
asw sekat banks suuu kalo emang berhenti aktifitas pom bensin tutup cebong,1
aku wes ra percoyo pemerintah segi apapun wes ra percoyo aku bodo,1
lapar lapar  saya bersumpah allah kata dulu,1
posisi rakyat  detiknya memikirkan tanggungjawab keluarnya,1
liat komen rakyat semua lihat baca baca,1
yaudah pengganti nya  semoga sblm nya ,1
yntkts ya pak  peringatan larangan solusi ngedongeng aja bisanya,1
orang tua gw ade gw drmh udah susah udah jgn bwt susah,1
masukan mentriahli kesehatan parakepala daerah rakyat ga mintain masukan ,1
kenyataan yg tau makin lancar kesulitan kesusahan hidup warga nyungsep,0
aturen carane iso mangan bos jok atur g ngene g ngunu,1
di aturan undangundang karantina kesehatan nomor tahun pangan makanan ternak asumsi orang berternak dipenuhi pemerintah ,1
perpercuma ppkm bandara internasional bebas masuk warga asing negara ini varian delta warga asing,1
lama euyy pengin sekolah offline gw kangen,1
